customer_id,Recency,Frequency,Monetary,age,gender,shopping_mall,payment_method,category,is_churn,gender_code,shopping_mall_code,payment_method_code,category_code
C153055,391,2,468.0,48,Female,Zorlu Center,Debit Card,Toys,0,0,9,2,7
C153068,226,1,4800.0,44,Female,Metropol AVM,Cash,Clothing,1,0,7,0,1
C153111,9,8,16248.0,34,Female,Metropol AVM,Credit Card,Clothing,0,0,7,1,1
C153125,95,5,7305.0,21,Female,Zorlu Center,Cash,Clothing,1,0,9,0,1
C153126,63,17,56196.0,66,Female,Kanyon,Debit Card,Clothing,0,0,4,2,1
C153207,29,25,36726.0,67,Female,Forum Istanbul,Debit Card,Clothing,0,0,2,2,1
C153255,60,2,407.0,32,Female,Zorlu Center,Debit Card,Cosmetics,1,0,9,2,2
C153312,137,11,43327.0,47,Female,Metropol AVM,Cash,Clothing,0,0,7,0,1
C153324,227,1,4800.0,34,Male,Zorlu Center,Debit Card,Clothing,1,1,9,2,1
C153397,88,4,3436.0,55,Female,Mall of Istanbul,Credit Card,Toys,0,0,5,1,7
C153402,84,22,58331.0,53,Male,Metrocity,Cash,Clothing,0,1,6,0,1
C153406,3,14,29293.0,58,Female,Emaar Square Mall,Credit Card,Clothing,1,0,1,1,1
C153434,18,9,30307.0,18,Female,Metrocity,Cash,Clothing,0,0,6,0,1
C153444,273,2,8700.0,40,Female,Cevahir AVM,Debit Card,Clothing,1,0,0,2,1
C153469,71,6,35766.0,29,Female,Kanyon,Cash,Clothing,0,0,4,0,1
C153478,591,1,300.0,45,Female,Mall of Istanbul,Cash,Clothing,1,0,5,0,1
C153500,10,5,1754.0,52,Female,Metropol AVM,Cash,Cosmetics,0,0,7,0,2
C153504,59,7,12075.0,64,Female,Metrocity,Cash,Clothing,1,0,6,0,1
C153537,704,1,15005.0,58,Male,Kanyon,Cash,Shoes,1,1,4,0,4
C153605,3,27,54387.0,53,Female,Mall of Istanbul,Cash,Clothing,0,0,5,0,1
C153642,364,1,324.0,35,Female,Mall of Istanbul,Credit Card,Toys,1,0,5,1,7
C153658,69,7,21435.0,19,Male,Mall of Istanbul,Credit Card,Clothing,1,1,5,1,1
C153694,17,24,61641.0,47,Male,Metropol AVM,Credit Card,Clothing,0,1,7,1,1
C153710,7,9,26014.0,24,Female,Metropol AVM,Debit Card,Clothing,1,0,7,2,1
C153743,524,3,6652.0,23,Female,Metropol AVM,Credit Card,Clothing,1,0,7,1,1
C153747,54,10,14070.0,48,Male,Metropol AVM,Debit Card,Clothing,0,1,7,2,1
C153749,12,10,13895.0,19,Female,Emaar Square Mall,Credit Card,Clothing,0,0,1,1,1
C153835,57,6,1004.0,51,Female,Forum Istanbul,Cash,Cosmetics,0,0,2,0,2
C153836,129,14,31483.0,49,Male,Kanyon,Debit Card,Clothing,0,1,4,2,1
C153847,641,1,1200.0,29,Female,Kanyon,Cash,Clothing,1,0,4,0,1
C153848,87,14,14611.0,68,Female,Kanyon,Cash,Clothing,0,0,4,0,1
C153866,105,6,17029.0,63,Female,Kanyon,Credit Card,Technology,1,0,4,1,6
C153874,34,22,58955.0,53,Female,Istinye Park,Credit Card,Clothing,0,0,3,1,1
C153899,136,2,1500.0,38,Female,Metropol AVM,Credit Card,Clothing,1,0,7,1,1
C153900,3,29,101647.0,54,Male,Mall of Istanbul,Cash,Clothing,0,1,5,0,1
C153907,541,1,600.0,54,Male,Mall of Istanbul,Credit Card,Shoes,1,1,5,1,4
C153967,121,1,300.0,26,Female,Kanyon,Credit Card,Clothing,1,0,4,1,1
C154028,329,2,1248.0,19,Male,Mall of Istanbul,Debit Card,Clothing,1,1,5,2,1
C154080,134,5,20945.0,68,Female,Metropol AVM,Credit Card,Clothing,0,0,7,1,1
C154107,29,13,11265.0,22,Female,Mall of Istanbul,Cash,Food & Beverage,0,0,5,0,3
C154141,144,2,405.0,24,Female,Forum Istanbul,Cash,Clothing,1,0,2,0,1
C154246,7,17,34993.0,48,Male,Istinye Park,Debit Card,Clothing,0,1,3,2,1
C154261,16,25,29003.0,38,Female,Metrocity,Cash,Cosmetics,0,0,6,0,2
C154284,27,19,44563.0,35,Female,Mall of Istanbul,Cash,Food & Beverage,0,0,5,0,3
C154318,46,4,1593.0,46,Female,Emaar Square Mall,Cash,Cosmetics,0,0,1,0,2
C154320,10,15,16989.0,56,Male,Emaar Square Mall,Credit Card,Clothing,0,1,1,1,1
C154351,155,6,10907.0,61,Male,Cevahir AVM,Credit Card,Shoes,0,1,0,1,4
C154361,52,9,18583.0,29,Male,Istinye Park,Credit Card,Clothing,0,1,3,1,1
C154370,13,16,32097.0,63,Female,Kanyon,Credit Card,Clothing,0,0,4,1,1
C154371,17,9,49654.0,41,Female,Mall of Istanbul,Debit Card,Cosmetics,1,0,5,2,2
C154378,8,15,10283.0,66,Male,Mall of Istanbul,Cash,Clothing,0,1,5,0,1
C154441,653,1,1015.0,43,Male,Zorlu Center,Cash,Cosmetics,1,1,9,0,2
C154471,53,8,16818.0,46,Female,Viaport Outlet,Credit Card,Clothing,0,0,8,1,1
C154488,36,22,51800.0,34,Female,Metropol AVM,Debit Card,Food & Beverage,1,0,7,2,3
C154489,273,7,24445.0,31,Female,Viaport Outlet,Credit Card,Clothing,0,0,8,1,1
C154490,161,2,10200.0,48,Female,Metrocity,Cash,Clothing,1,0,6,0,1
C154496,1,8,23555.0,61,Female,Zorlu Center,Debit Card,Clothing,0,0,9,2,1
C154516,100,3,6600.0,55,Female,Metropol AVM,Debit Card,Clothing,1,0,7,2,1
C154618,173,2,344.0,20,Female,Mall of Istanbul,Debit Card,Food & Beverage,0,0,5,2,3
C154650,379,1,5.0,25,Female,Mall of Istanbul,Cash,Food & Beverage,0,0,5,0,3
C154664,34,6,12132.0,32,Female,Mall of Istanbul,Cash,Clothing,0,0,5,0,1
C154669,73,11,24332.0,65,Female,Kanyon,Debit Card,Clothing,1,0,4,2,1
C154673,340,4,6068.0,69,Male,Istinye Park,Cash,Clothing,1,1,3,0,1
C154710,2,14,44176.0,63,Male,Istinye Park,Debit Card,Clothing,0,1,3,2,1
C154724,7,21,78900.0,65,Male,Kanyon,Credit Card,Clothing,0,1,4,1,1
C154748,4,17,55865.0,34,Male,Viaport Outlet,Cash,Clothing,0,1,8,0,1
C154843,58,6,22925.0,47,Female,Kanyon,Cash,Food & Beverage,0,0,4,0,3
C155028,405,2,512.0,22,Male,Metrocity,Debit Card,Souvenir,1,1,6,2,5
C155173,33,20,33312.0,39,Female,Kanyon,Credit Card,Clothing,0,0,4,1,1
C155176,44,5,17100.0,48,Male,Metrocity,Debit Card,Clothing,0,1,6,2,1
C155180,81,14,44667.0,69,Male,Metrocity,Cash,Clothing,0,1,6,0,1
C155192,24,22,58041.0,30,Female,Mall of Istanbul,Cash,Clothing,0,0,5,0,1
C155225,5,1,144.0,51,Female,Mall of Istanbul,Debit Card,Toys,1,0,5,2,7
C155293,384,3,185.0,42,Female,Metrocity,Credit Card,Toys,1,0,6,1,7
C155338,323,10,22703.0,57,Female,Cevahir AVM,Debit Card,Cosmetics,0,0,0,2,2
C155472,224,1,4800.0,58,Male,Kanyon,Credit Card,Clothing,1,1,4,1,1
C155473,73,2,264.0,48,Male,Istinye Park,Cash,Books,0,1,3,0,0
C155489,7,10,19958.0,23,Male,Mall of Istanbul,Debit Card,Toys,1,1,5,2,7
C155491,689,1,12.0,46,Female,Metrocity,Debit Card,Souvenir,1,0,6,2,5
C155526,124,1,4800.0,55,Female,Emaar Square Mall,Debit Card,Clothing,1,0,1,2,1
C155538,73,3,22635.0,54,Male,Kanyon,Cash,Clothing,1,1,4,0,1
C155580,115,15,34709.0,30,Female,Forum Istanbul,Debit Card,Food & Beverage,1,0,2,2,3
C155675,82,2,4284.0,56,Male,Emaar Square Mall,Cash,Food & Beverage,1,1,1,0,3
C155679,95,14,77583.0,33,Male,Metrocity,Cash,Clothing,0,1,6,0,1
C155712,5,3,15603.0,21,Male,Mall of Istanbul,Debit Card,Clothing,1,1,5,2,1
C155729,79,13,50511.0,60,Male,Metropol AVM,Debit Card,Clothing,1,1,7,2,1
C155741,134,4,413.0,57,Female,Kanyon,Credit Card,Food & Beverage,1,0,4,1,3
C155745,64,2,1220.0,60,Female,Mall of Istanbul,Debit Card,Clothing,1,0,5,2,1
C155816,6,21,53190.0,20,Female,Kanyon,Debit Card,Food & Beverage,0,0,4,2,3
C155843,4,30,39978.0,62,Female,Metrocity,Cash,Clothing,0,0,6,0,1
C155849,451,2,2844.0,38,Male,Metrocity,Debit Card,Clothing,1,1,6,2,1
C156011,145,8,38432.0,58,Male,Mall of Istanbul,Cash,Food & Beverage,1,1,5,0,3
C156035,30,19,49382.0,58,Female,Emaar Square Mall,Debit Card,Clothing,0,0,1,2,1
C156055,44,7,13657.0,33,Female,Forum Istanbul,Cash,Clothing,0,0,2,0,1
C156083,456,2,21600.0,65,Female,Mall of Istanbul,Credit Card,Clothing,1,0,5,1,1
C156110,133,17,86874.0,61,Female,Zorlu Center,Cash,Cosmetics,0,0,9,0,2
C156119,25,30,68686.0,49,Female,Mall of Istanbul,Cash,Clothing,0,0,5,0,1
C156152,1,22,42624.0,67,Female,Emaar Square Mall,Debit Card,Clothing,0,0,1,2,1
C156174,15,13,49002.0,18,Female,Mall of Istanbul,Cash,Clothing,0,0,5,0,1
C156193,232,1,2700.0,67,Female,Istinye Park,Credit Card,Clothing,1,0,3,1,1
C156269,470,2,8100.0,52,Male,Kanyon,Cash,Clothing,1,1,4,0,1
C156282,171,6,1978.0,23,Male,Metrocity,Cash,Clothing,0,1,6,0,1
C156420,26,12,12320.0,29,Male,Metrocity,Cash,Toys,1,1,6,0,7
C156439,93,3,15000.0,27,Female,Mall of Istanbul,Cash,Clothing,0,0,5,0,1
C156448,190,3,1140.0,27,Male,Metrocity,Debit Card,Clothing,0,1,6,2,1
C156473,24,3,10338.0,61,Female,Metrocity,Cash,Books,0,0,6,0,0
C156487,68,20,37320.0,44,Male,Mall of Istanbul,Cash,Clothing,0,1,5,0,1
C156493,202,1,300.0,47,Female,Viaport Outlet,Cash,Clothing,0,0,8,0,1
C156500,3,13,14476.0,47,Male,Forum Istanbul,Cash,Cosmetics,1,1,2,0,2
C156565,73,11,39122.0,37,Male,Viaport Outlet,Debit Card,Clothing,0,1,8,2,1
C156621,19,7,4087.0,25,Male,Metrocity,Cash,Clothing,1,1,6,0,1
C156649,366,1,9604.0,30,Female,Metrocity,Debit Card,Shoes,1,0,6,2,4
C156661,44,16,56931.0,51,Male,Istinye Park,Debit Card,Clothing,1,1,3,2,1
C156693,18,27,61794.0,41,Female,Istinye Park,Credit Card,Clothing,0,0,3,1,1
C156726,38,7,17370.0,57,Female,Mall of Istanbul,Cash,Clothing,1,0,5,0,1
C156739,78,3,703.0,25,Female,Mall of Istanbul,Credit Card,Books,1,0,5,1,0
C156783,37,23,98413.0,37,Male,Emaar Square Mall,Cash,Clothing,0,1,1,0,1
C156817,69,4,5425.0,20,Male,Metropol AVM,Cash,Food & Beverage,1,1,7,0,3
C156861,379,1,324.0,58,Female,Metrocity,Debit Card,Toys,1,0,6,2,7
C156988,44,20,43922.0,66,Female,Istinye Park,Credit Card,Clothing,0,0,3,1,1
C157002,123,6,21776.0,20,Male,Kanyon,Cash,Books,0,1,4,0,0
C157028,243,1,4200.0,24,Female,Viaport Outlet,Credit Card,Technology,0,0,8,1,6
C157045,30,3,6600.0,55,Male,Forum Istanbul,Credit Card,Clothing,0,1,2,1,1
C157073,552,3,81.0,49,Male,Metrocity,Credit Card,Food & Beverage,1,1,6,1,3
C157080,148,3,7983.0,61,Female,Metropol AVM,Cash,Souvenir,1,0,7,0,5
C157094,153,6,20118.0,39,Female,Istinye Park,Cash,Clothing,0,0,3,0,1
C157108,43,12,35748.0,59,Female,Metropol AVM,Cash,Clothing,0,0,7,0,1
C157114,293,1,1015.0,28,Female,Istinye Park,Credit Card,Cosmetics,1,0,3,1,2
C157134,28,14,29034.0,51,Female,Istinye Park,Credit Card,Clothing,0,0,3,1,1
C157174,169,1,600.0,43,Female,Metropol AVM,Credit Card,Shoes,1,0,7,1,4
C157179,19,16,27108.0,31,Male,Mall of Istanbul,Credit Card,Food & Beverage,0,1,5,1,3
C157180,286,6,6977.0,65,Male,Istinye Park,Cash,Clothing,0,1,3,0,1
C157195,172,8,25444.0,19,Male,Metrocity,Cash,Food & Beverage,1,1,6,0,3
C157216,32,20,120278.0,65,Female,Mall of Istanbul,Debit Card,Clothing,0,0,5,2,1
C157241,16,13,31568.0,24,Female,Mall of Istanbul,Debit Card,Cosmetics,1,0,5,2,2
C157311,286,4,1927.0,48,Male,Metropol AVM,Credit Card,Cosmetics,1,1,7,1,2
C157389,19,23,43722.0,61,Female,Metrocity,Cash,Clothing,0,0,6,0,1
C157391,107,9,44730.0,61,Female,Metrocity,Cash,Clothing,0,0,6,0,1
C157400,519,1,130.0,59,Male,Metropol AVM,Cash,Food & Beverage,1,1,7,0,3
C157412,11,13,41902.0,28,Female,Mall of Istanbul,Cash,Clothing,0,0,5,0,1
C157431,136,17,44774.0,49,Male,Mall of Istanbul,Cash,Clothing,0,1,5,0,1
C157443,36,11,17754.0,66,Male,Metropol AVM,Cash,Clothing,0,1,7,0,1
C157531,47,3,4985.0,35,Male,Cevahir AVM,Cash,Clothing,0,1,0,0,1
C157542,65,14,22714.0,48,Male,Metropol AVM,Cash,Books,0,1,7,0,0
C157556,27,17,35970.0,34,Male,Viaport Outlet,Credit Card,Food & Beverage,0,1,8,1,3
C157604,16,19,43210.0,18,Female,Kanyon,Credit Card,Clothing,0,0,4,1,1
C157617,47,17,39749.0,61,Male,Kanyon,Debit Card,Clothing,0,1,4,2,1
C157637,37,8,19203.0,68,Male,Mall of Istanbul,Credit Card,Books,0,1,5,1,0
C157654,103,1,5403.0,37,Male,Viaport Outlet,Debit Card,Shoes,0,1,8,2,4
C157660,38,4,8235.0,56,Male,Metrocity,Credit Card,Clothing,1,1,6,1,1
C157777,200,1,41.0,25,Female,Istinye Park,Cash,Cosmetics,1,0,3,0,2
C157809,248,2,7635.0,42,Female,Metropol AVM,Debit Card,Books,1,0,7,2,0
C157815,154,9,19835.0,43,Female,Istinye Park,Cash,Clothing,0,0,3,0,1
C157886,10,23,54430.0,63,Male,Kanyon,Cash,Clothing,0,1,4,0,1
C157909,599,2,1500.0,20,Male,Mall of Istanbul,Cash,Clothing,0,1,5,0,1
C157963,657,1,1200.0,45,Female,Emaar Square Mall,Cash,Clothing,1,0,1,0,1
C157996,74,2,5408.0,67,Female,Metropol AVM,Cash,Food & Beverage,1,0,7,0,3
C157997,71,7,17547.0,32,Female,Cevahir AVM,Cash,Clothing,1,0,0,0,1
C158012,2,21,35752.0,35,Female,Metrocity,Cash,Clothing,0,0,6,0,1
C158048,4,25,69356.0,57,Female,Metrocity,Credit Card,Clothing,0,0,6,1,1
C158054,163,1,2400.0,27,Female,Mall of Istanbul,Debit Card,Shoes,1,0,5,2,4
C158125,599,1,324.0,40,Female,Istinye Park,Cash,Toys,1,0,3,0,7
C158229,313,1,324.0,42,Male,Mall of Istanbul,Cash,Toys,1,1,5,0,7
C158294,652,1,2700.0,41,Male,Mall of Istanbul,Cash,Clothing,0,1,5,0,1
C158322,55,14,24549.0,60,Male,Zorlu Center,Credit Card,Clothing,0,1,9,1,1
C158436,83,24,26950.0,45,Female,Viaport Outlet,Cash,Clothing,1,0,8,0,1
C158524,7,31,53957.0,37,Female,Mall of Istanbul,Credit Card,Clothing,0,0,5,1,1
C158553,48,21,39516.0,51,Female,Zorlu Center,Credit Card,Clothing,0,0,9,1,1
C158582,43,7,20083.0,44,Female,Mall of Istanbul,Cash,Clothing,1,0,5,0,1
C158603,123,6,25267.0,56,Female,Istinye Park,Cash,Cosmetics,0,0,3,0,2
C158610,79,12,17253.0,42,Male,Mall of Istanbul,Cash,Clothing,1,1,5,0,1
C158678,8,14,51814.0,65,Female,Metropol AVM,Credit Card,Clothing,0,0,7,1,1
C158683,66,2,12300.0,62,Female,Metrocity,Cash,Clothing,1,0,6,0,1
C158704,99,4,12110.0,60,Female,Istinye Park,Cash,Clothing,1,0,3,0,1
C158719,162,2,24300.0,55,Male,Mall of Istanbul,Cash,Clothing,0,1,5,0,1
C158736,16,18,44314.0,43,Female,Metrocity,Debit Card,Clothing,0,0,6,2,1
C158756,83,10,5674.0,68,Female,Cevahir AVM,Credit Card,Food & Beverage,0,0,0,1,3
C158765,147,2,9600.0,18,Female,Metropol AVM,Cash,Clothing,1,0,7,0,1
C158767,261,4,6509.0,27,Female,Mall of Istanbul,Credit Card,Cosmetics,1,0,5,1,2
C158772,108,2,8700.0,64,Male,Mall of Istanbul,Credit Card,Clothing,1,1,5,1,1
C158789,95,12,21313.0,62,Male,Mall of Istanbul,Debit Card,Clothing,1,1,5,2,1
C158807,151,9,16382.0,35,Female,Kanyon,Debit Card,Clothing,0,0,4,2,1
C158845,5,17,34941.0,42,Female,Istinye Park,Cash,Clothing,1,0,3,0,1
C158853,96,4,33960.0,55,Female,Metrocity,Credit Card,Clothing,1,0,6,1,1
C158859,14,12,22999.0,59,Female,Metropol AVM,Cash,Books,1,0,7,0,0
C158971,68,15,28308.0,22,Female,Kanyon,Cash,Cosmetics,0,0,4,0,2
C159046,237,2,15305.0,38,Female,Cevahir AVM,Debit Card,Clothing,1,0,0,2,1
C159096,114,19,41552.0,62,Female,Viaport Outlet,Debit Card,Clothing,0,0,8,2,1
C159097,79,15,14794.0,28,Female,Zorlu Center,Credit Card,Clothing,0,0,9,1,1
C159106,597,1,380.0,27,Female,Viaport Outlet,Debit Card,Books,1,0,8,2,0
C159107,85,12,25785.0,39,Male,Kanyon,Credit Card,Clothing,0,1,4,1,1
C159145,117,7,8375.0,37,Male,Mall of Istanbul,Credit Card,Food & Beverage,1,1,5,1,3
C159149,4,3,1662.0,22,Female,Mall of Istanbul,Cash,Clothing,0,0,5,0,1
C159160,205,5,4358.0,19,Male,Mall of Istanbul,Cash,Cosmetics,1,1,5,0,2
C159217,321,2,4860.0,56,Male,Forum Istanbul,Credit Card,Books,1,1,2,1,0
C159263,163,1,1015.0,51,Female,Mall of Istanbul,Credit Card,Cosmetics,0,0,5,1,2
C159310,15,11,20451.0,67,Female,Emaar Square Mall,Cash,Clothing,0,0,1,0,1
C159360,27,5,23715.0,19,Female,Kanyon,Credit Card,Technology,1,0,4,1,6
C159366,481,2,1374.0,58,Female,Kanyon,Credit Card,Technology,1,0,4,1,6
C159453,139,19,41624.0,57,Female,Emaar Square Mall,Credit Card,Clothing,0,0,1,1,1
C159514,35,12,17024.0,59,Female,Metropol AVM,Credit Card,Toys,1,0,7,1,7
C159528,48,27,79262.0,56,Male,Cevahir AVM,Debit Card,Clothing,0,1,0,2,1
C159594,84,4,6845.0,56,Male,Metrocity,Cash,Books,0,1,6,0,0
C159654,27,3,6300.0,18,Male,Viaport Outlet,Debit Card,Clothing,1,1,8,2,1
C159655,68,12,28129.0,60,Male,Kanyon,Cash,Clothing,0,1,4,0,1
C159721,311,1,130.0,34,Male,Mall of Istanbul,Cash,Food & Beverage,1,1,5,0,3
C159726,135,3,7472.0,50,Male,Mall of Istanbul,Cash,Clothing,0,1,5,0,1
C159727,10,10,28769.0,55,Female,Istinye Park,Credit Card,Clothing,0,0,3,1,1
C159745,47,3,26591.0,67,Male,Mall of Istanbul,Credit Card,Clothing,1,1,5,1,1
C159797,23,14,45204.0,19,Male,Kanyon,Cash,Food & Beverage,0,1,4,0,3
C159859,188,3,3048.0,69,Female,Kanyon,Cash,Clothing,1,0,4,0,1
C159873,10,2,1195.0,23,Male,Mall of Istanbul,Cash,Clothing,1,1,5,0,1
C159888,38,3,187.0,43,Female,Mall of Istanbul,Cash,Food & Beverage,0,0,5,0,3
C159897,83,8,27644.0,42,Female,Metrocity,Credit Card,Clothing,0,0,6,1,1
C159911,43,22,102117.0,56,Female,Mall of Istanbul,Debit Card,Clothing,0,0,5,2,1
C159969,21,11,26259.0,59,Female,Kanyon,Credit Card,Clothing,0,0,4,1,1
C160002,7,25,48798.0,39,Male,Metrocity,Cash,Clothing,0,1,6,0,1
C160016,101,5,16639.0,33,Male,Mall of Istanbul,Cash,Clothing,0,1,5,0,1
C160045,23,10,20397.0,69,Female,Kanyon,Credit Card,Cosmetics,0,0,4,1,2
C160057,108,6,3280.0,31,Male,Forum Istanbul,Cash,Food & Beverage,0,1,2,0,3
C160074,1,26,61169.0,32,Female,Forum Istanbul,Cash,Clothing,0,0,2,0,1
C160141,24,11,57786.0,40,Male,Mall of Istanbul,Credit Card,Clothing,1,1,5,1,1
C160143,84,15,36875.0,40,Female,Metropol AVM,Debit Card,Clothing,0,0,7,2,1
C160171,27,13,17564.0,27,Female,Mall of Istanbul,Credit Card,Clothing,0,0,5,1,1
C160187,88,3,8190.0,61,Male,Metrocity,Debit Card,Clothing,1,1,6,2,1
C160190,71,8,30815.0,19,Male,Metropol AVM,Cash,Clothing,0,1,7,0,1
C160201,104,16,44086.0,48,Male,Metrocity,Credit Card,Toys,0,1,6,1,7
C160214,3,9,23795.0,49,Female,Kanyon,Cash,Clothing,0,0,4,0,1
C160268,13,7,13213.0,22,Male,Istinye Park,Debit Card,Clothing,0,1,3,2,1
C160282,91,4,17691.0,39,Female,Kanyon,Cash,Books,0,0,4,0,0
C160299,433,1,300.0,36,Female,Forum Istanbul,Credit Card,Clothing,1,0,2,1,1
C160308,25,22,84465.0,34,Female,Mall of Istanbul,Debit Card,Clothing,0,0,5,2,1
C160353,621,1,41.0,49,Female,Mall of Istanbul,Credit Card,Cosmetics,1,0,5,1,2
C160378,198,4,15972.0,44,Female,Metrocity,Credit Card,Shoes,1,0,6,1,4
C160418,110,8,17111.0,49,Female,Metrocity,Cash,Clothing,0,0,6,0,1
C160423,60,12,38441.0,68,Male,Metrocity,Credit Card,Food & Beverage,0,1,6,1,3
C160427,28,21,63378.0,32,Male,Istinye Park,Cash,Clothing,0,1,3,0,1
C160501,13,9,11145.0,50,Female,Metrocity,Credit Card,Clothing,1,0,6,1,1
C160512,54,23,90379.0,51,Female,Forum Istanbul,Cash,Clothing,0,0,2,0,1
C160534,171,3,8115.0,66,Male,Metrocity,Debit Card,Clothing,1,1,6,2,1
C160606,12,4,1862.0,42,Female,Mall of Istanbul,Credit Card,Cosmetics,1,0,5,1,2
C160638,372,2,6000.0,64,Male,Zorlu Center,Credit Card,Clothing,1,1,9,1,1
C160691,94,16,60550.0,67,Male,Metrocity,Credit Card,Clothing,0,1,6,1,1
C160694,587,1,4800.0,30,Female,Mall of Istanbul,Cash,Clothing,1,0,5,0,1
C160695,16,24,68274.0,33,Male,Mall of Istanbul,Cash,Clothing,0,1,5,0,1
C160706,18,11,16243.0,46,Female,Mall of Istanbul,Credit Card,Clothing,0,0,5,1,1
C160779,14,23,82517.0,19,Male,Metrocity,Credit Card,Clothing,0,1,6,1,1
C160809,106,8,14985.0,42,Male,Metrocity,Credit Card,Clothing,0,1,6,1,1
C160837,372,2,1800.0,69,Male,Zorlu Center,Cash,Clothing,0,1,9,0,1
C160839,146,4,34955.0,27,Female,Mall of Istanbul,Credit Card,Clothing,1,0,5,1,1
C160861,54,2,33750.0,38,Male,Kanyon,Credit Card,Clothing,1,1,4,1,1
C160888,30,1,300.0,46,Female,Kanyon,Cash,Clothing,1,0,4,0,1
C160895,79,21,46166.0,59,Female,Viaport Outlet,Credit Card,Clothing,0,0,8,1,1
C160898,631,2,7605.0,53,Male,Istinye Park,Cash,Clothing,0,1,3,0,1
C160928,57,20,41730.0,67,Female,Forum Istanbul,Debit Card,Clothing,0,0,2,2,1
C160954,8,11,24403.0,60,Male,Kanyon,Credit Card,Clothing,1,1,4,1,1
C161107,59,13,26149.0,61,Female,Metrocity,Cash,Clothing,1,0,6,0,1
C161160,5,5,11199.0,54,Male,Mall of Istanbul,Cash,Clothing,0,1,5,0,1
C161273,362,2,10022.0,39,Male,Kanyon,Cash,Technology,0,1,4,0,6
C161292,16,8,5080.0,53,Female,Metrocity,Credit Card,Toys,0,0,6,1,7
C161299,512,2,16055.0,45,Male,Metrocity,Debit Card,Shoes,1,1,6,2,4
C161382,37,2,7800.0,43,Male,Emaar Square Mall,Cash,Clothing,1,1,1,0,1
C161406,20,18,37730.0,33,Male,Metrocity,Cash,Clothing,0,1,6,0,1
C161422,336,1,36.0,39,Female,Kanyon,Debit Card,Toys,1,0,4,2,7
C161456,32,13,35653.0,57,Female,Mall of Istanbul,Credit Card,Food & Beverage,0,0,5,1,3
C161489,6,18,27680.0,41,Female,Forum Istanbul,Credit Card,Clothing,0,0,2,1,1
C161515,400,1,36.0,51,Male,Metrocity,Credit Card,Toys,1,1,6,1,7
C161560,38,33,67111.0,68,Male,Mall of Istanbul,Credit Card,Clothing,0,1,5,1,1
C161607,266,2,171.0,61,Female,Zorlu Center,Credit Card,Cosmetics,0,0,9,1,2
C161609,408,2,329.0,54,Female,Mall of Istanbul,Credit Card,Food & Beverage,0,0,5,1,3
C161633,85,1,48.0,38,Female,Mall of Istanbul,Cash,Food & Beverage,1,0,5,0,3
C161657,170,6,10820.0,67,Female,Cevahir AVM,Cash,Clothing,0,0,0,0,1
C161698,97,5,3538.0,21,Male,Istinye Park,Debit Card,Clothing,1,1,3,2,1
C161734,138,1,5.0,45,Male,Mall of Istanbul,Cash,Food & Beverage,0,1,5,0,3
C161792,91,2,605.0,63,Female,Cevahir AVM,Credit Card,Food & Beverage,1,0,0,1,3
C161821,1,11,41529.0,34,Male,Mall of Istanbul,Debit Card,Clothing,0,1,5,2,1
C161836,445,1,5.0,61,Female,Mall of Istanbul,Cash,Food & Beverage,0,0,5,0,3
C161929,211,12,23398.0,69,Female,Metropol AVM,Cash,Clothing,0,0,7,0,1
C162035,27,7,10805.0,50,Female,Viaport Outlet,Debit Card,Cosmetics,0,0,8,2,2
C162069,75,7,14505.0,26,Female,Mall of Istanbul,Credit Card,Food & Beverage,1,0,5,1,3
C162081,120,16,31762.0,41,Female,Metrocity,Credit Card,Clothing,0,0,6,1,1
C162084,28,19,62111.0,49,Female,Metropol AVM,Credit Card,Clothing,0,0,7,1,1
C162095,2,30,80012.0,59,Male,Metrocity,Cash,Clothing,0,1,6,0,1
C162140,110,2,60.0,31,Male,Kanyon,Credit Card,Food & Beverage,0,1,4,1,3
C162232,116,2,744.0,41,Male,Mall of Istanbul,Debit Card,Shoes,1,1,5,2,4
C162275,30,5,913.0,48,Female,Cevahir AVM,Debit Card,Books,0,0,0,2,0
C162279,118,3,190.0,43,Male,Istinye Park,Debit Card,Cosmetics,1,1,3,2,2
C162314,210,5,31845.0,63,Female,Cevahir AVM,Credit Card,Shoes,1,0,0,1,4
C162344,67,14,20138.0,48,Female,Metrocity,Credit Card,Clothing,0,0,6,1,1
C162350,421,1,130.0,60,Male,Metrocity,Cash,Food & Beverage,1,1,6,0,3
C162378,75,6,16076.0,36,Male,Forum Istanbul,Credit Card,Clothing,0,1,2,1,1
C162647,25,15,28860.0,59,Female,Mall of Istanbul,Debit Card,Clothing,0,0,5,2,1
C162668,11,9,13729.0,56,Male,Metropol AVM,Cash,Cosmetics,0,1,7,0,2
C162717,25,5,11383.0,36,Female,Kanyon,Cash,Toys,0,0,4,0,7
C162745,4,8,15364.0,67,Male,Zorlu Center,Cash,Clothing,0,1,9,0,1
C162746,35,5,1942.0,61,Female,Mall of Istanbul,Credit Card,Cosmetics,0,0,5,1,2
C162750,59,9,8536.0,56,Male,Metropol AVM,Debit Card,Clothing,0,1,7,2,1
C162780,109,11,7700.0,57,Female,Forum Istanbul,Debit Card,Clothing,0,0,2,2,1
C162796,28,25,50601.0,54,Male,Istinye Park,Credit Card,Food & Beverage,0,1,3,1,3
C162903,180,4,9974.0,45,Female,Mall of Istanbul,Credit Card,Cosmetics,1,0,5,1,2
